hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,debris,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),(fp_entry-fn_entry+fp_exit-fn_exit),non_block,shadow check,debris check
275,990000,12712246,12712246,4006307,58,0,5867844,6844300,102,0,0,0,8.02376e-06,0,99.9992,0,11911999,7920250,4005702,4005702,4005701,0,4005701,1,0,0,0,1.26259e-07,0,100,0,7906297,3914548,3914548,3915263,32093,3914548,715,0,0,0,0,0,0,0,0,100,0,4.19602e-06,0,99.9996,0,91153,59061,1,32093,59061,32093
276,993600,12759394,12759394,4021287,58,0,5888618,6870674,102,0,0,0,7.99411e-06,0,99.9992,0,11948173,7945714,4020714,4020714,4020713,0,4020713,1,0,0,0,1.25854e-07,0,100,0,7927459,3925000,3925000,3925715,32222,3925000,715,0,0,0,0,0,0,0,0,100,0,4.18187e-06,0,99.9996,0,95713,63492,1,32222,63492,32222
277,997200,12810385,12810385,4037598,58,0,5912042,6898241,102,0,0,0,7.96229e-06,0,99.9992,0,11999258,7979312,4037163,4037163,4037162,0,4037162,1,0,0,0,1.25324e-07,0,100,0,7962095,3942149,3942149,3942864,32391,3942149,715,0,0,0,0,0,0,0,0,100,0,4.16467e-06,0,99.9996,0,95013,62623,1,32391,62623,32391
278,1000800,12860020,12860020,4053532,58,0,5934018,6925900,102,0,0,0,7.93156e-06,0,99.9992,0,12038304,8006675,4053287,4053287,4053286,0,4053286,1,0,0,0,1.24896e-07,0,100,0,7985017,3953388,3953388,3954103,32613,3953388,715,0,0,0,0,0,0,0,0,100,0,4.14987e-06,0,99.9996,0,99898,67286,1,32613,67286,32613
279,1004400,12910890,12910890,4069955,58,0,5956736,6954052,102,0,0,0,7.90031e-06,0,99.9992,0,12088364,8039844,4070009,4070009,4070008,0,4070008,1,0,0,0,1.24381e-07,0,100,0,8018355,3969835,3969835,3970550,32835,3969835,715,0,0,0,0,0,0,0,0,100,0,4.13313e-06,0,99.9996,0,100173,67339,1,32835,67339,32835
280,1008000,12961679,12961679,4086564,59,0,5979013,6982563,103,0,0,0,7.9465e-06,0,99.9992,0,12147010,8077302,4086622,4086622,4086621,0,4086621,1,0,0,0,1.23804e-07,0,100,0,8060388,3990680,3990680,3991395,33006,3990680,715,0,0,0,0,0,0,0,0,100,0,4.15507e-06,0,99.9996,0,95941,62936,1,33006,62936,33006
281,1011600,13016274,13016274,4103824,59,0,6003502,7012669,103,0,0,0,7.91317e-06,0,99.9992,0,12182662,8103478,4103862,4103862,4103861,0,4103861,1,0,0,0,1.23404e-07,0,100,0,8078800,3999616,3999616,4000331,33276,3999616,715,0,0,0,0,0,0,0,0,100,0,4.14023e-06,0,99.9996,0,104245,70970,1,33276,70970,33276
282,1015200,13066340,13066340,4120114,60,0,6026084,7040152,104,0,0,0,7.95938e-06,0,99.9992,0,12227473,8133845,4120155,4120155,4120154,0,4120154,1,0,0,0,1.22943e-07,0,100,0,8107318,4013690,4013690,4014405,33461,4013690,715,0,0,0,0,0,0,0,0,100,0,4.16437e-06,0,99.9996,0,106464,73004,1,33461,73004,33461
283,1018800,13114319,13114319,4135494,60,0,6047663,7066552,104,0,0,0,7.93026e-06,0,99.9992,0,12260274,8157726,4135540,4135540,4135539,0,4135539,1,0,0,0,1.22583e-07,0,100,0,8124734,4022186,4022186,4022901,33673,4022186,715,0,0,0,0,0,0,0,0,100,0,4.15114e-06,0,99.9996,0,113353,79681,1,33673,79681,33673
284,1022400,13160617,13160617,4150568,60,0,6068243,7092270,104,0,0,0,7.90236e-06,0,99.9992,0,12306478,8188083,4150598,4150598,4150597,0,4150597,1,0,0,0,1.22129e-07,0,100,0,8155880,4037485,4037485,4038200,33946,4037485,715,0,0,0,0,0,0,0,0,100,0,4.13611e-06,0,99.9996,0,113112,79167,1,33946,79167,33946
285,1026000,13204928,13204928,4164985,60,0,6088207,7116617,104,0,0,0,7.87585e-06,0,99.9992,0,12361865,8222731,4165017,4165017,4165016,0,4165016,1,0,0,0,1.21614e-07,0,100,0,8196848,4057714,4057714,4058430,34200,4057714,716,0,0,0,0,0,0,0,0,100,0,4.12001e-06,0,99.9996,0,107302,73103,1,34200,73103,34200
286,1029600,13247955,13247955,4178929,60,0,6107293,7140558,104,0,0,0,7.85027e-06,0,99.9992,0,12410369,8253682,4178969,4178969,4178968,0,4178968,1,0,0,0,1.21158e-07,0,100,0,8231400,4074713,4074713,4075429,34477,4074713,716,0,0,0,0,0,0,0,0,100,0,4.10535e-06,0,99.9996,0,104255,69779,1,34477,69779,34477
287,1033200,13288827,13288827,4192203,60,0,6125409,7163314,104,0,0,0,7.82612e-06,0,99.9992,0,12459401,8284336,4192235,4192235,4192234,0,4192234,1,0,0,0,1.2071e-07,0,100,0,8267166,4092101,4092101,4092817,34972,4092101,716,0,0,0,0,0,0,0,0,100,0,4.09113e-06,0,99.9996,0,100133,65162,1,34972,65162,34972
288,1036800,13326201,13326201,4204584,60,0,6142410,7183687,104,0,0,0,7.80417e-06,0,99.9992,0,12510622,8315998,4204622,4204622,4204621,0,4204621,1,0,0,0,1.2025e-07,0,100,0,8306000,4111376,4111376,4112092,35114,4111376,716,0,0,0,0,0,0,0,0,100,0,4.0771e-06,0,99.9996,0,93245,58132,1,35114,58132,35114
289,1040400,13356715,13356715,4214591,60,0,6156008,7200603,104,0,0,0,7.78635e-06,0,99.9992,0,12542209,8336679,4214629,4214629,4214628,0,4214628,1,0,0,0,1.19952e-07,0,100,0,8327580,4122050,4122050,4122766,35230,4122050,716,0,0,0,0,0,0,0,0,100,0,4.06733e-06,0,99.9996,0,92578,57349,1,35230,57349,35230
290,1044000,13387614,13387614,4224184,60,0,6169938,7217572,104,0,0,0,7.76837e-06,0,99.9992,0,12570549,8355721,4224521,4224521,4224520,0,4224520,1,0,0,0,1.19678e-07,0,100,0,8346028,4131200,4131200,4131916,35304,4131200,716,0,0,0,0,0,0,0,0,100,0,4.05804e-06,0,99.9996,0,93320,58017,1,35304,58017,35304
291,1047600,13416280,13416280,4233454,60,0,6182623,7233553,104,0,0,0,7.75178e-06,0,99.9992,0,12605256,8377748,4233982,4233982,4233981,0,4233981,1,0,0,0,1.19364e-07,0,100,0,8371274,4143766,4143766,4144482,35360,4143766,716,0,0,0,0,0,0,0,0,100,0,4.04815e-06,0,99.9996,0,90215,54856,1,35360,54856,35360
292,1051200,13447109,13447109,4242270,60,0,6196886,7250119,104,0,0,0,7.734e-06,0,99.9992,0,12633828,8396385,4242840,4242840,4242839,0,4242839,1,0,0,0,1.19099e-07,0,100,0,8390988,4153545,4153545,4154261,35438,4153545,716,0,0,0,0,0,0,0,0,100,0,4.03892e-06,0,99.9996,0,89294,53857,1,35438,53857,35438
293,1054800,13473720,13473720,4250679,60,0,6208975,7264641,104,0,0,0,7.71873e-06,0,99.9992,0,12663107,8415299,4251505,4251505,4251504,0,4251504,1,0,0,0,1.18831e-07,0,100,0,8411602,4163794,4163794,4164510,35496,4163794,716,0,0,0,0,0,0,0,0,100,0,4.03028e-06,0,99.9996,0,87710,52215,1,35496,52215,35496
294,1058400,13511173,13511173,4261302,60,0,6226340,7284729,104,0,0,0,7.69733e-06,0,99.9992,0,12696644,8437956,4263472,4263472,4263471,0,4263471,1,0,0,0,1.18512e-07,0,100,0,8433172,4174484,4174484,4175200,35591,4174484,716,0,0,0,0,0,0,0,0,100,0,4.01935e-06,0,99.9996,0,88987,53397,1,35591,53397,35591
295,1062000,13549614,13549614,4273774,60,0,6243150,7306360,104,0,0,0,7.67549e-06,0,99.9992,0,12733706,8462719,4276122,4276122,4276121,0,4276121,1,0,0,0,1.18165e-07,0,100,0,8457584,4186597,4186597,4187313,35684,4186597,716,0,0,0,0,0,0,0,0,100,0,4.0078e-06,0,99.9996,0,89524,53841,1,35684,53841,35684
296,1065600,13590881,13590881,4286910,60,0,6261592,7329185,104,0,0,0,7.65219e-06,0,99.9992,0,12766689,8485767,4289387,4289387,4289386,0,4289386,1,0,0,0,1.17844e-07,0,100,0,8477302,4196380,4196380,4197097,35759,4196380,717,0,0,0,0,0,0,0,0,100,0,3.99649e-06,0,99.9996,0,93006,57248,1,35759,57248,35759
297,1069200,13637112,13637112,4300288,60,0,6282799,7354209,104,0,0,0,7.62625e-06,0,99.9992,0,12812622,8516022,4304200,4304200,4304199,0,4304199,1,0,0,0,1.17426e-07,0,100,0,8508422,4211822,4211822,4212539,35877,4211822,717,0,0,0,0,0,0,0,0,100,0,3.98256e-06,0,99.9996,0,92377,56501,1,35877,56501,35877
298,1072800,13682677,13682677,4315080,60,0,6302311,7380262,104,0,0,0,7.60085e-06,0,99.9992,0,12858571,8546593,4319571,4319571,4319570,0,4319570,1,0,0,0,1.17006e-07,0,100,0,8539000,4227022,4227022,4227739,35966,4227022,717,0,0,0,0,0,0,0,0,100,0,3.96881e-06,0,99.9996,0,92548,56583,1,35966,56583,35966
299,1076400,13727209,13727209,4329637,60,0,6322220,7404885,104,0,0,0,7.57619e-06,0,99.9992,0,12900847,8574889,4334219,4334219,4334218,0,4334218,1,0,0,0,1.1662e-07,0,100,0,8566628,4240670,4240670,4241387,36132,4240670,717,0,0,0,0,0,0,0,0,100,0,3.95588e-06,0,99.9996,0,93548,57417,1,36132,57417,36132
300,1080000,13770977,13770977,4343657,60,0,6341489,7429384,104,0,0,0,7.55211e-06,0,99.9992,0,12924905,8593835,4348285,4348285,4348284,0,4348284,1,0,0,0,1.16362e-07,0,100,0,8576620,4245550,4245550,4246267,36248,4245550,717,0,0,0,0,0,0,0,0,100,0,3.94583e-06,0,99.9996,0,102734,66487,1,36248,66487,36248
301,1083600,13819462,13819462,4358910,60,0,6363194,7456164,104,0,0,0,7.52562e-06,0,99.9993,0,12970647,8624226,4363591,4363591,4363590,0,4363590,1,0,0,0,1.15952e-07,0,100,0,8607056,4260635,4260635,4261352,36381,4260635,717,0,0,0,0,0,0,0,0,100,0,3.93195e-06,0,99.9996,0,102955,66575,1,36381,66575,36381
302,1087200,13868591,13868591,4374644,60,0,6385436,7483051,104,0,0,0,7.49896e-06,0,99.9993,0,13027401,8660299,4379380,4379380,4379379,0,4379379,1,0,0,0,1.15469e-07,0,100,0,8648021,4280919,4280919,4281636,36579,4280919,717,0,0,0,0,0,0,0,0,100,0,3.91648e-06,0,99.9996,0,98460,61882,1,36579,61882,36579
303,1090800,13923524,13923524,4392378,60,0,6409675,7513745,104,0,0,0,7.46937e-06,0,99.9993,0,13072713,8691737,4397196,4397196,4397195,0,4397195,1,0,0,0,1.15052e-07,0,100,0,8675517,4294541,4294541,4295258,36705,4294541,717,0,0,0,0,0,0,0,0,100,0,3.90192e-06,0,99.9996,0,102654,65950,1,36705,65950,36705
304,1094400,13979240,13979240,4410088,60,0,6435038,7544098,104,0,0,0,7.4396e-06,0,99.9993,0,13121199,8724733,4414958,4414958,4414957,0,4414957,1,0,0,0,1.14617e-07,0,100,0,8706241,4309775,4309775,4310492,36833,4309775,717,0,0,0,0,0,0,0,0,100,0,3.88691e-06,0,99.9996,0,105182,68350,1,36833,68350,36833
305,1098000,14032558,14032558,4427442,60,0,6458581,7573873,104,0,0,0,7.41134e-06,0,99.9993,0,13179779,8762542,4432392,4432392,4432391,0,4432391,1,0,0,0,1.14122e-07,0,100,0,8747387,4330150,4330150,4330867,37031,4330150,717,0,0,0,0,0,0,0,0,100,0,3.87093e-06,0,99.9996,0,102241,65211,1,37031,65211,37031
306,1101600,14089250,14089250,4445778,60,0,6484794,7604352,104,0,0,0,7.38151e-06,0,99.9993,0,13240799,8802000,4450816,4450816,4450815,0,4450815,1,0,0,0,1.13611e-07,0,100,0,8789983,4351184,4351184,4351901,37295,4351184,717,0,0,0,0,0,0,0,0,100,0,3.85428e-06,0,99.9996,0,99631,62337,1,37295,62337,37295
307,1105200,14143265,14143265,4463109,60,0,6509128,7634033,104,0,0,0,7.35332e-06,0,99.9993,0,13277906,8829082,4468237,4468237,4468236,0,4468236,1,0,0,0,1.13262e-07,0,100,0,8809669,4360845,4360845,4361562,37477,4360845,717,0,0,0,0,0,0,0,0,100,0,3.84148e-06,0,99.9996,0,107391,69915,1,37477,69915,37477
308,1108800,14195463,14195463,4479728,60,0,6532694,7662665,104,0,0,0,7.32628e-06,0,99.9993,0,13327776,8862282,4485069,4485069,4485068,0,4485068,1,0,0,0,1.12838e-07,0,100,0,8842707,4377213,4377213,4377930,37628,4377213,717,0,0,0,0,0,0,0,0,100,0,3.82723e-06,0,99.9996,0,107855,70228,1,37628,70228,37628
309,1112400,14243529,14243529,4495254,61,0,6554597,7688827,105,0,0,0,7.37177e-06,0,99.9993,0,13364633,8888312,4500586,4500586,4500585,0,4500585,1,0,0,0,1.12507e-07,0,100,0,8864047,4387726,4387726,4388443,37785,4387726,717,0,0,0,0,0,0,0,0,100,0,3.8518e-06,0,99.9996,0,112859,75075,1,37785,75075,37785
310,1116000,14292734,14292734,4511299,61,0,6576624,7716005,105,0,0,0,7.34639e-06,0,99.9993,0,13411965,8919812,4516622,4516622,4516621,0,4516621,1,0,0,0,1.1211e-07,0,100,0,8895343,4403190,4403190,4403907,37969,4403190,717,0,0,0,0,0,0,0,0,100,0,3.83839e-06,0,99.9996,0,113431,75463,1,37969,75463,37969
311,1119600,14333014,14333014,4524238,61,0,6594500,7738409,105,0,0,0,7.32574e-06,0,99.9993,0,13448393,8944327,4529556,4529556,4529555,0,4529555,1,0,0,0,1.11803e-07,0,100,0,8918837,4414771,4414771,4415488,38135,4414771,717,0,0,0,0,0,0,0,0,100,0,3.8278e-06,0,99.9996,0,114784,76650,1,38135,76650,38135
312,1123200,14373376,14373376,4537005,61,0,6613111,7760160,105,0,0,0,7.30517e-06,0,99.9993,0,13496837,8974798,4542336,4542336,4542335,0,4542335,1,0,0,0,1.11423e-07,0,100,0,8954501,4432462,4432462,4433179,38276,4432462,717,0,0,0,0,0,0,0,0,100,0,3.81561e-06,0,99.9996,0,109873,71598,1,38276,71598,38276
313,1126800,14406672,14406672,4547826,61,0,6627721,7778846,105,0,0,0,7.28829e-06,0,99.9993,0,13539814,9001548,4553155,4553155,4553154,0,4553154,1,0,0,0,1.11092e-07,0,100,0,8986659,4448393,4448393,4449110,38424,4448393,717,0,0,0,0,0,0,0,0,100,0,3.8052e-06,0,99.9996,0,104761,66338,1,38424,66338,38424
314,1130400,14439551,14439551,4558465,61,0,6642235,7797211,105,0,0,0,7.27169e-06,0,99.9993,0,13571269,9022521,4563794,4563794,4563793,0,4563793,1,0,0,0,1.10834e-07,0,100,0,9007475,4458727,4458727,4459444,38498,4458727,717,0,0,0,0,0,0,0,0,100,0,3.79645e-06,0,99.9996,0,105066,66569,1,38498,66569,38498
315,1134000,14471579,14471579,4568881,61,0,6656804,7814670,105,0,0,0,7.2556e-06,0,99.9993,0,13623309,9053638,4574205,4574205,4574204,0,4574204,1,0,0,0,1.10453e-07,0,100,0,9049104,4479433,4479433,4480150,38606,4479433,717,0,0,0,0,0,0,0,0,100,0,3.78509e-06,0,99.9996,0,94771,56166,1,38606,56166,38606
316,1137600,14503882,14503882,4578879,61,0,6671775,7832002,105,0,0,0,7.23944e-06,0,99.9993,0,13660130,9076990,4584204,4584204,4584203,0,4584203,1,0,0,0,1.10169e-07,0,100,0,9075926,4492786,4492786,4493503,38663,4492786,717,0,0,0,0,0,0,0,0,100,0,3.77578e-06,0,99.9996,0,91417,52755,1,38663,52755,38663
317,1141200,14533910,14533910,4588375,61,0,6685301,7848504,105,0,0,0,7.22448e-06,0,99.9993,0,13690718,9096993,4593691,4593691,4593690,0,4593690,1,0,0,0,1.09926e-07,0,100,0,9097027,4503302,4503302,4504019,38697,4503302,717,0,0,0,0,0,0,0,0,100,0,3.76766e-06,0,99.9996,0,90388,51692,1,38697,51692,38697
318,1144800,14569808,14569808,4599667,62,0,6702229,7867473,106,0,0,0,7.27532e-06,0,99.9993,0,13731878,9123119,4604986,4604986,4604985,0,4604985,1,0,0,0,1.09612e-07,0,100,0,9126892,4518133,4518133,4518850,38798,4518133,717,0,0,0,0,0,0,0,0,100,0,3.79284e-06,0,99.9996,0,86852,48055,1,38798,48055,38798
319,1148400,14615634,14615634,4614166,62,0,6723134,7892394,106,0,0,0,7.25251e-06,0,99.9993,0,13765533,9147164,4619557,4619557,4619556,0,4619556,1,0,0,0,1.09324e-07,0,100,0,9145976,4527607,4527607,4528324,38866,4527607,717,0,0,0,0,0,0,0,0,100,0,3.7822e-06,0,99.9996,0,91949,53084,1,38866,53084,38866
320,1152000,14664275,14664275,4629159,62,0,6745324,7918845,106,0,0,0,7.22845e-06,0,99.9993,0,13804216,9173935,4634629,4634629,4634628,0,4634628,1,0,0,0,1.09004e-07,0,100,0,9169587,4539306,4539306,4540023,38972,4539306,717,0,0,0,0,0,0,0,0,100,0,3.77059e-06,0,99.9996,0,95322,56351,1,38972,56351,38972
321,1155600,14713926,14713926,4644198,62,0,6768015,7945805,106,0,0,0,7.20406e-06,0,99.9993,0,13845767,9202492,4650378,4650378,4650377,0,4650377,1,0,0,0,1.08666e-07,0,100,0,9195389,4552114,4552114,4552831,39065,4552114,717,0,0,0,0,0,0,0,0,100,0,3.75854e-06,0,99.9996,0,98263,59199,1,39065,59199,39065
322,1159200,14768063,14768063,4661359,62,0,6792597,7975360,106,0,0,0,7.17765e-06,0,99.9993,0,13919963,9248183,4667796,4667796,4667795,0,4667795,1,0,0,0,1.08129e-07,0,100,0,9252167,4580387,4580387,4581104,39181,4580387,717,0,0,0,0,0,0,0,0,100,0,3.7417e-06,0,99.9996,0,87408,48228,1,39181,48228,39181
323,1162800,14816338,14816338,4676088,62,0,6815806,8000426,106,0,0,0,7.15426e-06,0,99.9993,0,13952498,9271769,4682632,4682632,4682631,0,4682631,1,0,0,0,1.07854e-07,0,100,0,9269866,4589137,4589137,4589854,39280,4589137,717,0,0,0,0,0,0,0,0,100,0,3.73118e-06,0,99.9996,0,93494,54215,1,39280,54215,39280
324,1166400,14860767,14860767,4690112,62,0,6835625,8025036,106,0,0,0,7.13288e-06,0,99.9993,0,13981335,9293167,4696797,4696797,4696796,0,4696796,1,0,0,0,1.07606e-07,0,100,0,9284538,4596370,4596370,4597087,39383,4596370,717,0,0,0,0,0,0,0,0,100,0,3.7217e-06,0,99.9996,0,100426,61044,1,39383,61044,39383
325,1170000,14909998,14909998,4705854,62,0,6858280,8051612,106,0,0,0,7.10932e-06,0,99.9993,0,14026756,9323683,4712704,4712704,4712703,0,4712703,1,0,0,0,1.07254e-07,0,100,0,9314052,4610979,4610979,4611696,39531,4610979,717,0,0,0,0,0,0,0,0,100,0,3.70953e-06,0,99.9996,0,101724,62194,1,39531,62194,39531
326,1173600,14965240,14965240,4723646,62,0,6882721,8082413,106,0,0,0,7.08308e-06,0,99.9993,0,14078403,9358304,4730690,4730690,4730689,0,4730689,1,0,0,0,1.06857e-07,0,100,0,9347713,4627614,4627614,4628331,39726,4627614,717,0,0,0,0,0,0,0,0,100,0,3.69588e-06,0,99.9996,0,103075,63350,1,39726,63350,39726
327,1177200,15023562,15023562,4742838,62,0,6908646,8114810,106,0,0,0,7.05558e-06,0,99.9993,0,14113357,9385225,4749914,4749914,4749913,0,4749913,1,0,0,0,1.0655e-07,0,100,0,9363443,4635311,4635311,4636028,39894,4635311,717,0,0,0,0,0,0,0,0,100,0,3.68405e-06,0,99.9996,0,114602,74709,1,39894,74709,39894
328,1180800,15083064,15083064,4762101,62,0,6935819,8147139,106,0,0,0,7.02775e-06,0,99.9993,0,14171256,9423653,4769335,4769335,4769334,0,4769334,1,0,0,0,1.06116e-07,0,100,0,9401921,4654318,4654318,4655035,40126,4654318,717,0,0,0,0,0,0,0,0,100,0,3.66928e-06,0,99.9996,0,115016,74891,1,40126,74891,40126
329,1184400,15138406,15138406,4779952,62,0,6961233,8177067,106,0,0,0,7.00206e-06,0,99.9993,0,14209357,9451389,4787202,4787202,4787201,0,4787201,1,0,0,0,1.05805e-07,0,100,0,9422155,4664187,4664187,4664904,40374,4664187,717,0,0,0,0,0,0,0,0,100,0,3.65762e-06,0,99.9996,0,123014,82641,1,40374,82641,40374
330,1188000,15194871,15194871,4797818,62,0,6986900,8207865,106,0,0,0,6.97604e-06,0,99.9993,0,14282800,9496809,4805067,4805067,4805066,0,4805066,1,0,0,0,1.05299e-07,0,100,0,9477733,4691742,4691742,4692459,40608,4691742,717,0,0,0,0,0,0,0,0,100,0,3.64151e-06,0,99.9996,0,113324,72717,1,40608,72717,40608
331,1191600,15249925,15249925,4815203,62,0,7012038,8237781,106,0,0,0,6.95085e-06,0,99.9993,0,14315479,9521573,4822432,4822432,4822431,0,4822431,1,0,0,0,1.05025e-07,0,100,0,9493047,4699141,4699141,4699858,40866,4699141,717,0,0,0,0,0,0,0,0,100,0,3.63073e-06,0,99.9996,0,123290,82425,1,40866,82425,40866
332,1195200,15298262,15298262,4830679,62,0,7033995,8264161,106,0,0,0,6.92889e-06,0,99.9993,0,14353901,9548307,4837916,4837916,4837915,0,4837915,1,0,0,0,1.04731e-07,0,100,0,9515985,4710391,4710391,4711108,41085,4710391,717,0,0,0,0,0,0,0,0,100,0,3.62013e-06,0,99.9996,0,127524,86440,1,41085,86440,41085
333,1198800,15347401,15347401,4845564,62,0,7056986,8290309,106,0,0,0,6.90671e-06,0,99.9993,0,14402102,9579548,4852811,4852811,4852810,0,4852810,1,0,0,0,1.04389e-07,0,100,0,9549291,4726737,4726737,4727454,41392,4726737,717,0,0,0,0,0,0,0,0,100,0,3.60832e-06,0,99.9996,0,126073,84682,1,41392,84682,41392
334,1202400,15393523,15393523,4859759,62,0,7077758,8315659,106,0,0,0,6.88601e-06,0,99.9993,0,14451207,9610966,4866998,4866998,4866997,0,4866997,1,0,0,0,1.04048e-07,0,100,0,9584209,4743968,4743968,4744685,41620,4743968,717,0,0,0,0,0,0,0,0,100,0,3.59683e-06,0,99.9996,0,123029,81410,1,41620,81410,41620
335,1206000,15435732,15435732,4872610,62,0,7096518,8339108,106,0,0,0,6.86718e-06,0,99.9993,0,14500558,9641860,4879849,4879849,4879848,0,4879848,1,0,0,0,1.03714e-07,0,100,0,9620709,4762011,4762011,4762728,41827,4762011,717,0,0,0,0,0,0,0,0,100,0,3.58584e-06,0,99.9996,0,117837,76011,1,41827,76011,41827
336,1209600,15473073,15473073,4884166,62,0,7113089,8359878,106,0,0,0,6.85061e-06,0,99.9993,0,14536605,9665559,4891402,4891402,4891401,0,4891401,1,0,0,0,1.0346e-07,0,100,0,9645203,4774157,4774157,4774874,41928,4774157,717,0,0,0,0,0,0,0,0,100,0,3.57707e-06,0,99.9996,0,117244,75317,1,41928,75317,41928
337,1213200,15508506,15508506,4894900,62,0,7129575,8378825,106,0,0,0,6.83496e-06,0,99.9993,0,14576003,9690507,4902126,4902126,4902125,0,4902125,1,0,0,0,1.03194e-07,0,100,0,9673877,4788381,4788381,4789098,42041,4788381,717,0,0,0,0,0,0,0,0,100,0,3.56817e-06,0,99.9996,0,113744,71704,1,42041,71704,42041
338,1216800,15542013,15542013,4904886,62,0,7145067,8396840,106,0,0,0,6.82022e-06,0,99.9993,0,14611644,9713289,4912457,4912457,4912456,0,4912456,1,0,0,0,1.02952e-07,0,100,0,9699187,4800832,4800832,4801549,42245,4800832,717,0,0,0,0,0,0,0,0,100,0,3.56001e-06,0,99.9996,0,111624,69380,1,42245,69380,42245
339,1220400,15575895,15575895,4914984,62,0,7160530,8415259,106,0,0,0,6.80539e-06,0,99.9993,0,14650112,9737532,4922883,4922883,4922882,0,4922882,1,0,0,0,1.02695e-07,0,100,0,9727229,4814649,4814649,4815366,42449,4814649,717,0,0,0,0,0,0,0,0,100,0,3.5515e-06,0,99.9996,0,108233,65785,1,42449,65785,42449
340,1224000,15610148,15610148,4925048,62,0,7176407,8433635,106,0,0,0,6.79045e-06,0,99.9993,0,14692139,9763524,4933174,4933174,4933173,0,4933173,1,0,0,0,1.02422e-07,0,100,0,9758965,4830350,4830350,4831067,42616,4830350,717,0,0,0,0,0,0,0,0,100,0,3.54257e-06,0,99.9996,0,102823,60208,1,42616,60208,42616
341,1227600,15647043,15647043,4934815,62,0,7195056,8451881,106,0,0,0,6.77444e-06,0,99.9993,0,14717274,9780983,4943373,4943373,4943372,0,4943372,1,0,0,0,1.02239e-07,0,100,0,9773901,4837610,4837610,4838327,42824,4837610,717,0,0,0,0,0,0,0,0,100,0,3.53536e-06,0,99.9996,0,105762,62939,1,42824,62939,42824
342,1231200,15685299,15685299,4945946,62,0,7212360,8472833,106,0,0,0,6.75792e-06,0,99.9993,0,14761275,9808610,4954824,4954824,4954823,0,4954823,1,0,0,0,1.01951e-07,0,100,0,9806451,4853786,4853786,4854503,42923,4853786,717,0,0,0,0,0,0,0,0,100,0,3.5258e-06,0,99.9996,0,101037,58115,1,42923,58115,42923
343,1234800,15717010,15717010,4955964,62,0,7226455,8490449,106,0,0,0,6.74429e-06,0,99.9993,0,14804189,9834964,4964786,4964786,4964785,0,4964785,1,0,0,0,1.01678e-07,0,100,0,9839403,4870178,4870178,4870895,43006,4870178,717,0,0,0,0,0,0,0,0,100,0,3.51717e-06,0,99.9996,0,94607,51602,1,43006,51602,43006
344,1238400,15755770,15755770,4968983,63,0,7243584,8512079,107,0,0,0,6.79116e-06,0,99.9993,0,14827648,9852670,4977160,4977160,4977159,0,4977159,1,0,0,0,1.01495e-07,0,100,0,9850488,4875510,4875510,4876227,43141,4875510,717,0,0,0,0,0,0,0,0,100,0,3.54285e-06,0,99.9996,0,101649,58509,1,43141,58509,43141
345,1242000,15811072,15811072,4983264,66,0,7271221,8539737,114,0,0,0,7.21014e-06,0,99.9993,0,14879001,9885721,4992331,4992331,4992330,0,4992330,1,0,0,0,1.01156e-07,0,100,0,9886670,4893390,4893390,4894107,43349,4893390,717,0,0,0,0,0,0,0,0,100,0,3.75938e-06,0,99.9996,0,98940,55592,1,43349,55592,43349
346,1245600,15862963,15862963,4998906,66,0,7295356,8567493,114,0,0,0,7.18655e-06,0,99.9993,0,14907134,9907395,5008128,5008128,5008127,0,5008127,1,0,0,0,1.00935e-07,0,100,0,9899006,4899267,4899267,4899984,43640,4899267,717,0,0,0,0,0,0,0,0,100,0,3.74964e-06,0,99.9996,0,108860,65221,1,43640,65221,43640
347,1249200,15913000,15913000,5013428,66,0,7320227,8592659,114,0,0,0,7.16395e-06,0,99.9993,0,14955665,9938752,5022795,5022795,5022794,0,5022794,1,0,0,0,1.00616e-07,0,100,0,9932870,4915957,4915957,4916674,43882,4915957,717,0,0,0,0,0,0,0,0,100,0,3.73768e-06,0,99.9996,0,106837,62956,1,43882,62956,43882
348,1252800,15966307,15966307,5028753,66,0,7347457,8618736,114,0,0,0,7.14004e-06,0,99.9993,0,14993724,9965339,5038334,5038334,5038333,0,5038333,1,0,0,0,1.00348e-07,0,100,0,9955390,4927005,4927005,4927722,44094,4927005,717,0,0,0,0,0,0,0,0,100,0,3.72667e-06,0,99.9996,0,111328,67235,1,44094,67235,44094
