hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),loadfactor 1,loadfactor 2
1,3600,29969,29969,9503,0,0,13676,16293,0,0,0,0,0,0,100,0,28304,26605,9481,18043,9481,0,9481,0,0,0,0,0,0,100,0,18823,8562,8562,8563,50,8562,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,919,869,0.000876427,0
2,7200,58723,28754,9562,0,0,12658,16096,0,0,0,0,0,0,100,0,29077,53177,9024,35841,9024,0,9024,0,0,0,0,0,0,100,0,20053,8774,8774,8779,48,8774,5,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1169,1071,0.00111485,0
3,10800,84658,25935,8305,0,0,11752,14183,0,0,0,0,0,0,100,0,24427,77438,8303,52123,8303,0,8303,0,0,0,0,0,0,100,0,16124,7979,7979,7979,31,7979,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1493,1364,0.00142384,0
4,14400,108326,23668,7356,0,0,10603,13065,0,0,0,0,0,0,100,0,21228,98480,7358,66323,7358,0,7358,0,0,0,0,0,0,100,0,13870,6842,6842,6842,70,6842,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2009,1810,0.00191593,0
5,18000,131116,22790,7161,0,0,10297,12493,0,0,0,0,0,0,100,0,23045,121323,7159,81324,7159,0,7159,0,0,0,0,0,0,100,0,15886,7842,7842,7842,81,7842,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1326,1046,0.00126457,0
6,21600,153429,22313,7016,0,0,10170,12143,0,0,0,0,0,0,100,0,17314,138341,7010,93338,7010,0,7010,0,0,0,0,0,0,100,0,10304,5004,5004,5004,94,5004,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3332,2958,0.00317764,0
7,25200,179419,25990,8397,0,0,11401,14589,0,0,0,0,0,0,100,0,28694,166337,8382,111527,8382,0,8382,0,0,0,0,0,0,100,0,20312,9807,9807,9812,76,9807,5,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1907,1457,0.00181866,0
8,28800,207641,28222,9010,0,0,12672,15550,0,0,0,0,0,0,100,0,28710,194743,9010,130235,9009,0,9009,1,0,0,0,5.34531e-05,0,99.9947,0,19700,9698,9698,9698,114,9698,0,0,0,0,0,0,0,0,0,100,0,1.76591e-05,0,99.9982,0,1218,655,0.00116158,0
9,32400,240216,32575,10154,0,0,14948,17627,0,0,0,0,0,0,100,0,27407,221606,10151,148742,10151,0,10151,0,0,0,0,0,0,100,0,17256,8356,8356,8360,83,8356,4,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3013,2367,0.00287342,0
10,36000,273289,33073,10384,0,0,14939,18134,0,0,0,0,0,0,100,0,26410,247800,10374,167026,10374,0,10374,0,0,0,0,0,0,100,0,16036,7910,7910,7911,91,7910,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,5477,4740,0.00522327,0
11,39600,308995,35706,11314,0,0,16341,19365,0,0,0,0,0,0,100,0,40658,287571,11283,192553,11283,0,11283,0,0,0,0,0,0,100,0,29375,14244,14244,14303,118,14244,59,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2516,1661,0.00239944,0
12,43200,344242,35247,11018,0,0,16020,19227,0,0,0,0,0,0,100,0,31469,318741,11016,213646,11016,0,11016,0,0,0,0,0,0,100,0,20453,10077,10077,10088,100,10077,11,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3455,2500,0.00329494,0
13,46800,380257,36015,11612,0,0,16768,19247,0,0,0,0,0,0,100,0,37067,355596,11615,237881,11615,0,11615,0,0,0,0,0,0,100,0,25452,12620,12620,12620,86,12620,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2450,1409,0.0023365,0
14,50400,417842,37585,12046,0,0,17278,20307,0,0,0,0,0,0,100,0,37551,392904,12034,262552,12034,0,12034,0,0,0,0,0,0,100,0,25517,12637,12637,12639,103,12637,2,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1847,703,0.00176144,0
15,54000,458455,40613,12376,0,0,19526,21087,0,0,0,0,0,0,100,0,26543,419227,12385,281906,12385,0,12385,0,0,0,0,0,0,100,0,14158,6969,6969,6969,106,6969,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,7263,6013,0.00692654,0
16,57600,499354,40899,12731,3,0,19215,21681,3,0,0,0,7.33514e-05,0,99.9927,0,43113,462050,12723,309679,12723,0,12723,0,0,0,0,0,0,100,0,30390,15050,15050,15050,129,15050,0,0,0,0,0,0,0,0,0,100,0,3.58329e-05,0,99.9964,0,4936,3557,0.00470734,0
17,61200,540893,41539,13337,0,0,19125,22414,0,0,0,0,0,0,100,0,42251,504177,13323,337404,13323,0,13323,0,0,0,0,0,0,100,0,28928,14402,14402,14402,48,14402,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3857,2430,0.00367832,0
18,64800,583173,42280,13359,0,0,19686,22594,0,0,0,0,0,0,100,0,43915,547240,13359,365615,13359,0,13359,0,0,0,0,0,0,100,0,30556,14852,14852,14949,89,14852,97,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2364,848,0.00225449,0
19,68400,627143,43970,13785,0,0,21145,22825,0,0,0,0,0,0,100,0,41564,588124,13758,392936,13758,0,13758,0,0,0,0,0,0,100,0,27806,13563,13563,13615,101,13563,52,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2559,942,0.00244045,0
20,72000,666328,39185,12320,0,0,18284,20901,0,0,0,0,0,0,100,0,22799,610684,12336,410384,12336,0,12336,0,0,0,0,0,0,100,0,10463,5112,5112,5112,118,5112,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,9783,8048,0.0093298,0
21,75600,705642,39314,12479,0,0,18033,21281,0,0,0,0,0,0,100,0,45669,655992,12468,439272,12468,0,12468,0,0,0,0,0,0,100,0,33201,16420,16420,16420,177,16420,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,5831,3919,0.00556087,0
22,79200,743423,37781,11846,0,0,17407,20374,0,0,0,0,0,0,100,0,41693,697466,11842,465930,11842,0,11842,0,0,0,0,0,0,100,0,29851,14816,14816,14816,106,14816,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2857,839,0.00272465,0
23,82800,778288,34865,11086,0,0,15822,19043,0,0,0,0,0,0,100,0,29437,726553,11121,486034,11121,0,11121,0,0,0,0,0,0,100,0,18316,8983,8983,9030,103,8983,47,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4995,2874,0.0047636,0
24,86400,808904,30616,9667,0,0,14174,16442,0,0,0,0,0,0,100,0,29204,755476,9669,505330,9669,0,9669,0,0,0,0,0,0,100,0,19535,9627,9627,9636,71,9627,9,0,0,0,0,0,0,0,0,100,0,0,0,100,0,5037,2845,0.00480366,0
25,90000,839119,30215,9696,0,0,13751,16464,0,0,0,0,0,0,100,0,30969,786245,9705,525567,9705,0,9705,0,0,0,0,0,0,100,0,21264,10532,10532,10538,83,10532,6,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4210,1935,0.00401497,0
26,93600,866124,27005,8814,0,0,12051,14954,0,0,0,0,0,0,100,0,25473,811340,8807,542518,8807,0,8807,0,0,0,0,0,0,100,0,16666,8144,8144,8166,88,8144,22,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4873,2510,0.00464725,0
27,97200,889780,23656,7505,0,0,10593,13063,0,0,0,0,0,0,100,0,12846,823811,7507,552507,7507,0,7507,0,0,0,0,0,0,100,0,5339,2482,2482,2490,168,2482,8,0,0,0,0,0,0,0,0,100,0,0,0,100,0,9898,7367,0.00943947,0
28,100800,914517,24737,7824,0,0,11060,13677,0,0,0,0,0,0,100,0,34626,858231,7832,573633,7832,0,7832,0,0,0,0,0,0,100,0,26794,13294,13294,13296,92,13294,2,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4436,1813,0.0042305,0
29,104400,938897,24380,7939,0,0,10971,13409,0,0,0,0,0,0,100,0,27027,884321,7934,590645,7934,0,7934,0,0,0,0,0,0,100,0,19093,9078,9078,9129,96,9078,51,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3292,573,0.0031395,0
30,108000,965794,26897,8497,0,0,12052,14845,0,0,0,0,0,0,100,0,23692,907584,8497,606525,8497,0,8497,0,0,0,0,0,0,100,0,15195,7383,7383,7430,48,7383,47,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4406,1639,0.00420189,0
31,111600,996590,30796,9879,0,0,13862,16934,0,0,0,0,0,0,100,0,31817,938754,9878,627049,9878,0,9878,0,0,0,0,0,0,100,0,21939,10646,10646,10701,31,10646,55,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3638,840,0.00346947,0
32,115200,1031642,35052,11253,0,0,16417,18635,0,0,0,0,0,0,100,0,29560,968048,11246,647319,11246,0,11246,0,0,0,0,0,0,100,0,18314,9024,9024,9037,81,9024,13,0,0,0,0,0,0,0,0,100,0,0,0,100,0,5860,2981,0.00558853,0
33,118800,1067876,36234,11813,0,0,16140,20094,0,0,0,0,0,0,100,0,39958,1007248,11818,672828,11818,0,11818,0,0,0,0,0,0,100,0,28140,13691,13691,13759,52,13691,68,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3987,1056,0.0038023,0
34,122400,1105321,37445,11966,0,0,17379,20066,0,0,0,0,0,0,100,0,31030,1037880,11974,694131,11974,0,11974,0,0,0,0,0,0,100,0,19056,9329,9329,9353,123,9329,24,0,0,0,0,0,0,0,0,100,0,0,0,100,0,6632,3578,0.00632477,0
35,126000,1146303,40982,12872,0,0,18738,22244,0,0,0,0,0,0,100,0,37447,1074833,12869,719042,12869,0,12869,0,0,0,0,0,0,100,0,24578,12042,12042,12073,94,12042,31,0,0,0,0,0,0,0,0,100,0,0,0,100,0,7459,4311,0.00711346,0
36,129600,1184531,38228,12265,0,0,17837,20391,0,0,0,0,0,0,100,0,32470,1106979,12272,741251,12272,0,12272,0,0,0,0,0,0,100,0,20198,9937,9937,9937,162,9937,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,9794,6484,0.00934029,0
37,133200,1233910,49379,15418,0,0,22745,26634,0,0,0,0,0,0,100,0,40109,1146832,15407,768881,15407,0,15407,0,0,0,0,0,0,100,0,24702,12223,12223,12223,128,12223,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,12978,9540,0.0123768,0
38,136800,1292815,58905,18403,0,0,27905,31000,0,0,0,0,0,0,100,0,43839,1190401,18403,799867,18403,0,18403,0,0,0,0,0,0,100,0,25436,12583,12583,12583,134,12583,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,18798,15226,0.0179272,0
39,140400,1352604,59789,18857,0,0,27738,32051,0,0,0,0,0,0,100,0,48673,1238765,18838,833468,18838,0,18838,0,0,0,0,0,0,100,0,29835,14763,14763,14765,151,14763,2,0,0,0,0,0,0,0,0,100,0,0,0,100,0,22873,19150,0.0218134,0
40,144000,1408977,56373,18066,0,0,26419,29954,0,0,0,0,0,0,100,0,36890,1275381,18078,860815,18078,0,18078,0,0,0,0,0,0,100,0,18812,9269,9269,9269,136,9269,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,31682,27823,0.0302143,0
41,147600,1471884,62907,19916,0,0,29356,33551,0,0,0,0,0,0,100,0,45639,1320426,19909,893292,19909,0,19909,0,0,0,0,0,0,100,0,25730,12568,12568,12568,297,12568,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,39023,34867,0.0372152,0
42,151200,1535149,63265,20199,0,0,29212,34053,0,0,0,0,0,0,100,0,49383,1369317,20213,927844,20213,0,20213,0,0,0,0,0,0,100,0,29170,14339,14339,14339,246,14339,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,44897,40495,0.0428171,0
43,154800,1597734,62585,19934,0,0,28749,33836,0,0,0,0,0,0,100,0,58796,1427747,19930,967024,19930,0,19930,0,0,0,0,0,0,100,0,38866,19250,19250,19250,183,19250,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,45577,40992,0.0434656,0
44,158400,1655077,57343,18430,3,0,26557,30783,3,0,0,0,5.23168e-05,0,99.9948,0,43094,1470327,18434,997531,18434,0,18434,0,0,0,0,0,0,100,0,24660,12073,12073,12073,257,12073,0,0,0,0,0,0,0,0,0,100,0,3.00231e-05,0,99.997,0,51938,47096,0.0495319,0
45,162000,1712338,57261,18464,0,0,26900,30361,0,0,0,0,0,0,100,0,61606,1531523,18470,1037364,18470,0,18470,0,0,0,0,0,0,100,0,43136,21363,21363,21364,203,21363,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,49045,44000,0.046773,0
46,165600,1765810,53472,16990,0,0,25359,28113,0,0,0,0,0,0,100,0,51810,1583027,16974,1071603,16974,0,16974,0,0,0,0,0,0,100,0,34836,17265,17265,17265,152,17265,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,48754,43557,0.0464954,0
47,169200,1807751,41941,13452,0,0,19637,22304,0,0,0,0,0,0,100,0,40541,1623286,13473,1098469,13473,0,13473,0,0,0,0,0,0,100,0,27068,13393,13393,13393,141,13393,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,48834,43496,0.0465717,0
48,172800,1844980,37229,11804,0,0,17453,19776,0,0,0,0,0,0,100,0,50076,1673160,11802,1129307,11802,0,11802,0,0,0,0,0,0,100,0,38274,19036,19036,19036,101,19036,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,41600,36161,0.0396729,0
49,176400,1878292,33312,10545,0,0,15104,18208,0,0,0,0,0,0,100,0,28376,1701285,10557,1148648,10557,0,10557,0,0,0,0,0,0,100,0,17819,8784,8784,8822,85,8784,38,0,0,0,0,0,0,0,0,100,0,0,0,100,0,43373,37849,0.0413637,0
50,180000,1909910,31618,10098,0,0,14545,17073,0,0,0,0,0,0,100,0,50760,1751959,10082,1179026,10082,0,10082,0,0,0,0,0,0,100,0,40678,20296,20296,20296,42,20296,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,33159,27593,0.0316229,0
51,183600,1940403,30493,9571,0,0,14012,16481,0,0,0,0,0,0,100,0,26597,1778466,9585,1197072,9585,0,9585,0,0,0,0,0,0,100,0,17012,8461,8461,8461,45,8461,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,34283,28672,0.0326948,0
52,187200,1970041,29638,9134,0,0,13388,16250,0,0,0,0,0,0,100,0,33016,1811368,9154,1218100,9154,0,9154,0,0,0,0,0,0,100,0,23862,11874,11874,11874,57,11874,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,31563,25895,0.0301008,0
53,190800,1998447,28406,8939,0,0,12661,15745,0,0,0,0,0,0,100,0,39554,1850817,8933,1242291,8933,0,8933,0,0,0,0,0,0,100,0,30621,15258,15258,15258,52,15258,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,25238,19518,0.0240688,0
54,194400,2033600,35153,11309,0,0,16094,19059,0,0,0,0,0,0,100,0,47999,1898703,11306,1271887,11306,0,11306,0,0,0,0,0,0,100,0,36693,18290,18290,18290,56,18290,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,18254,12478,0.0174084,0
55,198000,2070918,37318,11915,0,0,17406,19912,0,0,0,0,0,0,100,0,24777,1923366,11921,1290179,11921,0,11921,0,0,0,0,0,0,100,0,12856,6371,6371,6371,56,6371,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,23804,17972,0.0227013,0
56,201600,2116643,45725,14331,0,0,21523,24202,0,0,0,0,0,0,100,0,53538,1976673,14339,1324002,14339,0,14339,0,0,0,0,0,0,100,0,39199,19484,19484,19484,115,19484,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,18659,12712,0.0177946,0
57,205200,2162696,46053,14593,0,0,21171,24882,0,0,0,0,0,0,100,0,35010,2011328,14591,1348625,14591,0,14591,0,0,0,0,0,0,100,0,20419,10032,10032,10032,177,10032,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,23218,17094,0.0221424,0
58,208800,2209197,46501,14965,0,0,21261,25240,0,0,0,0,0,0,100,0,47242,2058303,14959,1379592,14959,0,14959,0,0,0,0,0,0,100,0,32283,16008,16008,16008,132,16008,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,22169,15913,0.021142,0
59,212400,2252801,43604,13507,0,0,20843,22761,0,0,0,0,0,0,100,0,31463,2089307,13514,1401851,13514,0,13514,0,0,0,0,0,0,100,0,17949,8745,8745,8745,228,8745,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,26938,20454,0.0256901,0
60,216000,2298325,45524,14259,0,0,21231,24293,0,0,0,0,0,0,100,0,39526,2128586,14251,1428616,14251,0,14251,0,0,0,0,0,0,100,0,25275,12514,12514,12514,123,12514,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,28675,22068,0.0273466,0
61,219600,2345668,47343,15293,0,0,21986,25357,0,0,0,0,0,0,100,0,54472,2182821,15297,1463382,15297,0,15297,0,0,0,0,0,0,100,0,39175,19469,19469,19469,117,19469,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,24503,17779,0.0233679,0
62,223200,2397371,51703,16283,0,0,24286,27417,0,0,0,0,0,0,100,0,43634,2226166,16271,1493190,16271,0,16271,0,0,0,0,0,0,100,0,27363,13537,13537,13537,144,13537,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,27237,20369,0.0259752,0
63,226800,2450665,53294,17141,0,0,24724,28570,0,0,0,0,0,0,100,0,61760,2287682,17144,1532520,17144,0,17144,0,0,0,0,0,0,100,0,44616,22186,22186,22186,121,22186,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,22195,15206,0.0211668,0
64,230400,2503928,53263,17129,0,0,24667,28596,0,0,0,0,0,0,100,0,47444,2334936,17138,1564716,17138,0,17138,0,0,0,0,0,0,100,0,30306,15058,15058,15058,95,15058,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,24275,17191,0.0231504,0
65,234000,2562283,58355,18458,0,0,27412,30943,0,0,0,0,0,0,100,0,62041,2396825,18451,1604886,18451,0,18451,0,0,0,0,0,0,100,0,43590,21719,21719,21719,76,21719,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,21007,13847,0.0200338,0
66,237600,2619218,56935,17971,2,0,26547,30386,2,0,0,0,3.51278e-05,0,99.9965,0,53572,2450192,17975,1640557,17975,0,17975,0,0,0,0,0,0,100,0,35597,17696,17696,17696,102,17696,0,0,0,0,0,0,0,0,0,100,0,1.8132e-05,0,99.9982,0,21286,14024,0.0202999,0
67,241200,2672382,53164,16819,0,0,24708,28456,0,0,0,0,0,0,100,0,50667,2500697,16817,1674218,16817,0,16817,0,0,0,0,0,0,100,0,33850,16844,16844,16844,81,16844,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,21259,13916,0.0202742,0
68,244800,2725438,53056,16760,0,0,24170,28886,0,0,0,0,0,0,100,0,49025,2549620,16755,1707057,16755,0,16755,0,0,0,0,0,0,100,0,32270,16084,16084,16084,50,16084,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,21930,14537,0.0209141,0
69,248400,2775295,49857,15676,0,0,23438,26419,0,0,0,0,0,0,100,0,46956,2596399,15681,1738287,15681,0,15681,0,0,0,0,0,0,100,0,31275,15549,15549,15549,88,15549,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,22062,14581,0.02104,0
70,252000,2829429,54134,16587,0,0,24986,29148,0,0,0,0,0,0,100,0,53148,2649349,16588,1773056,16588,0,16588,0,0,0,0,0,0,100,0,36560,18181,18181,18181,97,18181,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,20469,12891,0.0195208,0
71,255600,2876190,46761,14899,0,0,21265,25496,0,0,0,0,0,0,100,0,47444,2696675,14888,1804163,14888,0,14888,0,0,0,0,0,0,100,0,32556,16219,16219,16219,58,16219,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,19138,11502,0.0182514,0
72,259200,2916769,40579,12838,0,0,18597,21982,0,0,0,0,0,0,100,0,33508,2730009,12834,1827247,12834,0,12834,0,0,0,0,0,0,100,0,20674,10250,10250,10250,87,10250,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,21722,13999,0.0207157,0
73,262800,2955299,38530,12270,0,0,17694,20836,0,0,0,0,0,0,100,0,53524,2783414,12283,1860091,12283,0,12283,0,0,0,0,0,0,100,0,41241,20561,20561,20561,58,20561,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,13444,5663,0.0128212,0
74,266400,2990471,35172,11337,1,0,15973,19198,1,0,0,0,2.84317e-05,0,99.9972,0,33092,2816426,11330,1882262,11330,0,11330,0,0,0,0,0,0,100,0,21762,10841,10841,10841,39,10841,0,0,0,0,0,0,0,0,0,100,0,1.46662e-05,0,99.9985,0,13933,6113,0.0132875,0
75,270000,3025240,34769,11094,0,0,16052,18717,0,0,0,0,0,0,100,0,36503,2852847,11103,1906024,11103,0,11103,0,0,0,0,0,0,100,0,25400,12659,12659,12659,40,12659,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,12377,4517,0.0118036,0
76,273600,3061005,35765,11542,0,0,16328,19437,0,0,0,0,0,0,100,0,39632,2892401,11540,1931571,11540,0,11540,0,0,0,0,0,0,100,0,28092,14007,14007,14007,26,14007,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,9910,2024,0.00945091,0
77,277200,3094199,33194,10377,0,0,14954,18240,0,0,0,0,0,0,100,0,15965,2908247,10370,1944679,10370,0,10370,0,0,0,0,0,0,100,0,5595,2738,2738,2738,59,2738,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,17542,9597,0.0167294,0
78,280800,3130802,36603,11610,0,0,16763,19840,0,0,0,0,0,0,100,0,35086,2943196,11611,1967959,11611,0,11611,0,0,0,0,0,0,100,0,23475,11669,11669,11669,68,11669,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,17484,9471,0.016674,0
79,284400,3174937,44135,14169,0,0,20132,24003,0,0,0,0,0,0,100,0,50675,2993628,14176,2000263,14176,0,14176,0,0,0,0,0,0,100,0,36499,18128,18128,18129,120,18128,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,13532,5399,0.0129051,0
80,288000,3223221,48284,15150,0,0,22903,25381,0,0,0,0,0,0,100,0,51509,3044868,15148,2033457,15148,0,15148,0,0,0,0,0,0,100,0,36361,18046,18046,18046,134,18046,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,10634,2367,0.0101414,0
81,291600,3275927,52706,16551,0,0,24193,28513,0,0,0,0,0,0,100,0,45678,3090351,16535,2064466,16535,0,16535,0,0,0,0,0,0,100,0,29143,14474,14474,14474,97,14474,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,12695,4331,0.0121069,0
82,295200,3333727,57800,18376,0,0,27571,30229,0,0,0,0,0,0,100,0,60423,3150523,18388,2103746,18388,0,18388,0,0,0,0,0,0,100,0,42035,20892,20892,20892,125,20892,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,10191,1702,0.00971889,0
83,298800,3401606,67879,21095,0,0,30515,37364,0,0,0,0,0,0,100,0,48288,3198596,21085,2138325,21085,0,21085,0,0,0,0,0,0,100,0,27203,13494,13494,13494,107,13494,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,17782,9186,0.0169582,0
84,302400,3464045,62439,19624,0,0,28771,33668,0,0,0,0,0,0,100,0,53437,3251856,19632,2174771,19632,0,19632,0,0,0,0,0,0,100,0,33805,16814,16814,16814,87,16814,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,20600,11917,0.0196457,0
85,306000,3519677,55632,17597,0,0,26154,29478,0,0,0,0,0,0,100,0,51001,3302645,17597,2208964,17597,0,17597,0,0,0,0,0,0,100,0,33404,16596,16596,16596,106,16596,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,21601,12812,0.0206003,0
86,309600,3579643,59966,18635,0,0,27993,31973,0,0,0,0,0,0,100,0,41964,3344246,18617,2239073,18617,0,18617,0,0,0,0,0,0,100,0,23347,11492,11492,11492,181,11492,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,28726,19756,0.0273952,0
87,313200,3639849,60206,18396,0,0,28757,31449,0,0,0,0,0,0,100,0,50904,3394826,18410,2273568,18410,0,18410,0,0,0,0,0,0,100,0,32494,16085,16085,16086,161,16085,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,31051,21920,0.0296125,0
88,316800,3702840,62991,19420,0,0,30116,32875,0,0,0,0,0,0,100,0,61055,3455681,19395,2313693,19395,0,19395,0,0,0,0,0,0,100,0,41660,20730,20730,20730,100,20730,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,29716,20485,0.0283394,0
89,320400,3762598,59758,18754,0,0,27605,32153,0,0,0,0,0,0,100,0,44201,3499652,18757,2345057,18757,0,18757,0,0,0,0,0,0,100,0,25444,12607,12607,12607,115,12607,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35866,26520,0.0342045,0
90,324000,3825326,62728,19569,0,0,29599,33129,0,0,0,0,0,0,100,0,43706,3543100,19590,2376576,19590,0,19590,0,0,0,0,0,0,100,0,24116,11929,11929,11929,129,11929,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,43527,34052,0.0415106,0
91,327600,3884879,59553,18273,0,0,27748,31805,0,0,0,0,0,0,100,0,73047,3615819,18267,2422069,18267,0,18267,0,0,0,0,0,0,100,0,54780,27226,27226,27226,164,27226,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,34568,24929,0.0329666,0
92,331200,3944759,59880,18534,0,0,28027,31853,0,0,0,0,0,0,100,0,59562,3675077,18532,2460964,18532,0,18532,0,0,0,0,0,0,100,0,41030,20363,20363,20363,152,20363,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,32737,22946,0.0312204,0
93,334800,3998069,53310,16582,0,0,24532,28778,0,0,0,0,0,0,100,0,45108,3719897,16586,2491667,16586,0,16586,0,0,0,0,0,0,100,0,28522,14117,14117,14117,144,14117,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35206,25271,0.0335751,0
94,338400,4048628,50559,16310,0,0,23554,27005,0,0,0,0,0,0,100,0,54564,3774143,16310,2526945,16310,0,16310,0,0,0,0,0,0,100,0,38254,18968,18968,18968,159,18968,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,32548,22454,0.0310402,0
95,342000,4097884,49256,15322,0,0,22806,26450,0,0,0,0,0,0,100,0,41240,3815032,15317,2555048,15317,0,15317,0,0,0,0,0,0,100,0,25923,12786,12786,12786,175,12786,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,35079,24810,0.0334539,0
96,345600,4140562,42678,13263,0,0,19200,23478,0,0,0,0,0,0,100,0,46057,3860823,13271,2584579,13271,0,13271,0,0,0,0,0,0,100,0,32786,16260,16260,16260,133,16260,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,32090,21688,0.0306034,0
97,349200,4182159,41597,12693,0,0,19542,22055,0,0,0,0,0,0,100,0,48566,3909263,12692,2615145,12692,0,12692,0,0,0,0,0,0,100,0,35874,17874,17874,17874,63,17874,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,26908,16443,0.0256615,0
