hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),loadfactor 1,loadfactor 2
729,2624400,31975192,36370,10245,0,0,17280,19090,0,0,0,0,0,0,100,0,31845,29876820,12697,19972568,12697,0,12697,0,0,0,0,0,0,100,0,19148,9381,9381,9381,193,9381,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4420335,23597,0.00552368,4.21004
730,2628000,32010302,35110,11042,4,0,16666,18438,6,0,0,0,0.000170891,0,99.9829,0,27672,29904096,11716,19992064,11716,0,11716,0,0,0,0,0,0,100,0,15956,7780,7780,7780,198,7780,0,0,0,0,0,0,0,0,0,100,0,9.61754e-05,0,99.9904,0,4424271,27335,0.00927734,4.21004
731,2631600,32044843,34541,11353,1,0,15921,18619,1,0,0,0,2.89511e-05,0,99.9971,0,40672,29944426,11422,20017940,11422,0,11422,0,0,0,0,0,0,100,0,29250,14454,14454,14454,171,14454,0,0,0,0,0,0,0,0,0,100,0,1.33563e-05,0,99.9987,0,4421239,24132,0.0063858,4.21004
732,2635200,32081065,36222,12226,4,0,16791,19426,5,0,0,0,0.000138038,0,99.9862,0,32395,29976191,12279,20039962,12279,0,12279,0,0,0,0,0,0,100,0,20116,9743,9743,9743,315,9743,0,0,0,0,0,0,0,0,0,100,0,7.35435e-05,0,99.9926,0,4423775,26353,0.00880432,4.21004
733,2638800,32118507,37442,12894,0,0,17037,20405,0,0,0,0,0,0,100,0,41812,30017743,12918,20067197,12918,0,12918,0,0,0,0,0,0,100,0,28894,14317,14317,14317,130,14317,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4422376,24824,0.00747013,4.21004
734,2642400,32154804,36297,12333,0,0,17037,19260,0,0,0,0,0,0,100,0,42561,30059960,12415,20094513,12415,0,12415,0,0,0,0,0,0,100,0,30146,14901,14901,14901,172,14901,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4419890,22166,0.0050993,4.21004
735,2646000,32192804,38000,12842,0,0,17117,20883,0,0,0,0,0,0,100,0,30916,30090560,12886,20116256,12886,0,12886,0,0,0,0,0,0,100,0,18030,8857,8857,8857,158,8857,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4423919,26037,0.00894165,4.21004
736,2649600,32244023,51219,13414,6,0,25019,26194,6,0,0,0,0.000117144,0,99.9883,0,40738,30130750,17860,20145281,17860,0,17860,0,0,0,0,0,0,100,0,22878,11165,11165,11165,274,11165,0,0,0,0,0,0,0,0,0,100,0,6.5639e-05,0,99.9934,0,4430614,32458,0.0153265,4.21004
737,2653200,32283766,39743,13366,3,0,18033,21707,3,0,0,0,7.5485e-05,0,99.9925,0,47473,30177681,13367,20175430,13367,0,13367,0,0,0,0,0,0,100,0,34106,16782,16782,16783,270,16781,1,1,0,0,0,0,0,5.95877e-05,0,99.994,0,4.61499e-05,0,99.9965,0,4427199,28774,0.0120697,4.21004
738,2656800,32327977,44211,15053,1,0,19957,24253,1,0,0,0,2.26188e-05,0,99.9977,0,58207,30235536,15059,20211887,15059,0,15059,0,0,0,0,0,0,100,0,43148,21398,21398,21398,176,21398,0,0,0,0,0,0,0,0,0,100,0,9.79758e-06,0,99.999,0,4420860,22259,0.00602436,4.21004
739,2660400,32370301,42324,14543,0,0,19418,22906,0,0,0,0,0,0,100,0,34094,30269114,14540,20235946,14540,0,14540,0,0,0,0,0,0,100,0,19554,9519,9519,9519,258,9519,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4425881,27022,0.0108128,4.21004
740,2664000,32414253,43952,14683,0,0,20197,23755,0,0,0,0,0,0,100,0,45246,30314012,14682,20265736,14682,0,14682,0,0,0,0,0,0,100,0,30564,15108,15108,15108,174,15108,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4425455,26422,0.0104065,4.21004
741,2667600,32456265,42012,14064,0,0,19419,22593,0,0,0,0,0,0,100,0,40562,30354232,14060,20292876,14060,0,14060,0,0,0,0,0,0,100,0,26502,13080,13080,13080,171,13080,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4426435,27231,0.0113411,4.21004
742,2671200,32494313,38048,12976,0,0,17208,20840,0,0,0,0,0,0,100,0,40925,30394853,12977,20319675,12977,0,12977,0,0,0,0,0,0,100,0,27948,13822,13822,13822,152,13822,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4425590,26234,0.0105352,4.21004
743,2674800,32526829,32516,11069,0,0,14594,17922,0,0,0,0,0,0,100,0,31773,30426228,11223,20340974,11223,0,11223,0,0,0,0,0,0,100,0,20550,10076,10076,10076,199,10076,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4426737,27182,0.0116291,4.21004
744,2678400,32558728,31899,10761,0,0,14603,17296,0,0,0,0,0,0,100,0,34487,30460367,10775,20363431,10775,0,10775,0,0,0,0,0,0,100,0,23712,11682,11682,11682,174,11682,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4425830,26101,0.0107641,4.21004
745,2682000,32585302,26574,8875,0,0,12154,14420,0,0,0,0,0,0,100,0,30176,30490251,8872,20382809,8872,0,8872,0,0,0,0,0,0,100,0,21304,10506,10506,10506,146,10506,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4424196,24321,0.00920582,4.21004
746,2685600,32612954,27652,9292,1,0,12801,14850,1,0,0,0,3.61638e-05,0,99.9964,0,35285,30525142,9297,20404903,9297,0,9297,0,0,0,0,0,0,100,0,25988,12797,12797,12798,196,12797,1,0,0,0,0,0,0,0,0,100,0,1.5989e-05,0,99.9984,0,4420696,20625,0.00586796,4.21004
747,2689200,32638284,25330,8415,0,0,11201,14129,0,0,0,0,0,0,100,0,8736,30533598,8442,20413352,8442,0,8442,0,0,0,0,0,0,100,0,294,7,7,7,140,7,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4429131,28920,0.0139122,4.21004
748,2692800,32666037,27753,9255,0,0,12570,15183,0,0,0,0,0,0,100,0,25998,30559430,9226,20430881,9226,0,9226,0,0,0,0,0,0,100,0,16772,8303,8303,8303,83,8303,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4430054,29760,0.0147924,4.21004
749,2696400,32695562,29525,9556,0,0,13626,15899,0,0,0,0,0,0,100,0,30233,30589429,9587,20450674,9587,0,9587,0,0,0,0,0,0,100,0,20646,10206,10206,10206,117,10206,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4429435,29024,0.0142021,4.21004
750,2700000,32729449,33887,11399,3,0,15434,18450,3,0,0,0,8.85295e-05,0,99.9911,0,37785,30626592,11407,20474959,11407,0,11407,0,0,0,0,0,0,100,0,26378,12878,12878,12878,311,12878,0,0,0,0,0,0,0,0,0,100,0,4.22238e-05,0,99.9958,0,4427964,27242,0.0127993,4.21004
751,2703600,32770407,40958,13556,1,0,19095,21862,1,0,0,0,2.44153e-05,0,99.9976,0,43310,30669596,13740,20503331,13740,0,13740,0,0,0,0,0,0,100,0,29570,14632,14632,14632,153,14632,0,0,0,0,0,0,0,0,0,100,0,1.19101e-05,0,99.9988,0,4427072,26197,0.0119486,4.21004
752,2707200,32812255,41848,14151,3,0,18601,23244,3,0,0,0,7.1688e-05,0,99.9928,0,40409,30709465,14159,20530345,14159,0,14159,0,0,0,0,0,0,100,0,26250,12855,12855,12855,270,12855,0,0,0,0,0,0,0,0,0,100,0,3.67121e-05,0,99.9963,0,4428376,27231,0.0131922,4.21004
753,2710800,32858853,46598,15422,0,0,21526,25072,0,0,0,0,0,0,100,0,32961,30742000,15423,20554324,15423,0,15423,0,0,0,0,0,0,100,0,17538,8556,8556,8556,213,8556,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4435243,33885,0.0197411,4.21004
754,2714400,32908447,49594,16536,0,0,22912,26682,0,0,0,0,0,0,100,0,39316,30780846,16540,20582017,16540,0,16540,0,0,0,0,0,0,100,0,22776,11153,11153,11153,235,11153,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4440630,39037,0.0248785,4.21004
755,2718000,32954583,46136,15185,0,0,20922,25214,0,0,0,0,0,0,100,0,40311,30820127,15181,20609248,15181,0,15181,0,0,0,0,0,0,100,0,25130,12050,12050,12050,515,12050,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4443761,41653,0.0278645,4.21004
756,2721600,33001633,47050,15556,2,0,21358,25690,2,0,0,0,4.2508e-05,0,99.9958,0,46310,30865931,15552,20639926,15552,0,15552,0,0,0,0,0,0,100,0,30758,15126,15126,15126,253,15126,0,0,0,0,0,0,0,0,0,100,0,2.15392e-05,0,99.9978,0,4444187,41826,0.0282707,4.21004
757,2725200,33050265,48632,16412,4,0,22258,26370,4,0,0,0,8.22504e-05,0,99.9918,0,41225,30906392,16407,20668360,16407,0,16407,0,0,0,0,0,0,100,0,24818,12027,12027,12027,382,12027,0,0,0,0,0,0,0,0,0,100,0,4.48969e-05,0,99.9955,0,4448567,45824,0.0324478,4.21004
758,2728800,33099866,49601,16467,1,0,22288,27312,1,0,0,0,2.01609e-05,0,99.998,0,40775,30946683,16481,20696746,16481,0,16481,0,0,0,0,0,0,100,0,24294,11905,11905,11905,242,11905,0,0,0,0,0,0,0,0,0,100,0,1.11245e-05,0,99.9989,0,4453143,50158,0.0368118,4.21004
759,2732400,33149055,49189,16643,0,0,21953,27236,0,0,0,0,0,0,100,0,42598,30988697,16650,20726078,16650,0,16650,0,0,0,0,0,0,100,0,25948,12682,12682,12682,292,12682,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4457111,53834,0.040596,4.21004
760,2736000,33202212,53157,17505,2,0,24672,28483,2,0,0,0,3.76244e-05,0,99.9962,0,53188,31041103,17496,20761029,17496,0,17496,0,0,0,0,0,0,100,0,35692,17455,17455,17455,391,17455,0,0,0,0,0,0,0,0,0,100,0,1.8946e-05,0,99.9981,0,4457152,53484,0.0406351,4.21004
761,2739600,33255474,53262,17964,0,0,23987,29275,0,0,0,0,0,0,100,0,64628,31105209,17960,20802062,17960,0,17960,0,0,0,0,0,0,100,0,46668,23073,23073,23073,261,23073,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4452039,48110,0.035759,4.21004
762,2743200,33308170,52696,17358,2,0,24303,28391,2,0,0,0,3.79535e-05,0,99.9962,0,40802,31145221,17376,20830756,17376,0,17376,0,0,0,0,0,0,100,0,23426,11318,11318,11318,395,11318,0,0,0,0,0,0,0,0,0,100,0,2.15731e-05,0,99.9978,0,4458097,53773,0.0415363,4.21004
763,2746800,33356531,48361,16267,1,0,21750,26610,1,0,0,0,2.06778e-05,0,99.9979,0,47217,31191836,16263,20862195,16263,0,16263,0,0,0,0,0,0,100,0,30954,15176,15176,15177,300,15176,1,0,0,0,0,0,0,0,0,100,0,1.0529e-05,0,99.9989,0,4459184,54560,0.042573,4.21004
764,2750400,33404321,47790,15792,1,0,21871,25918,1,0,0,0,2.09249e-05,0,99.9979,0,37495,31228727,15789,20888535,15789,0,15789,0,0,0,0,0,0,100,0,21706,10551,10551,10551,302,10551,0,0,0,0,0,0,0,0,0,100,0,1.1809e-05,0,99.9988,0,4464422,59496,0.0475683,4.21004
765,2754000,33446863,42542,14263,0,0,19634,22908,0,0,0,0,0,0,100,0,37278,31265551,14246,20914070,14246,0,14246,0,0,0,0,0,0,100,0,23032,11289,11289,11289,227,11289,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4467379,62226,0.0503883,4.21004
766,2757600,33490641,43778,14662,0,0,19849,23929,0,0,0,0,0,0,100,0,53515,31318496,14671,20947878,14671,0,14671,0,0,0,0,0,0,100,0,38844,19137,19137,19137,285,19137,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4462913,57475,0.0461292,4.21004
767,2761200,33528886,38245,12682,2,0,17808,20435,2,0,0,0,5.22944e-05,0,99.9948,0,23931,31341713,12681,20965827,12681,0,12681,0,0,0,0,0,0,100,0,11250,5268,5268,5268,357,5268,0,0,0,0,0,0,0,0,0,100,0,3.25404e-05,0,99.9967,0,4470326,64531,0.0531988,4.21004
768,2764800,33561329,32443,10887,2,0,14674,17767,2,0,0,0,6.16466e-05,0,99.9938,0,35454,31376683,10878,20988751,10878,0,10878,0,0,0,0,0,0,100,0,24576,12046,12046,12046,242,12046,0,0,0,0,0,0,0,0,0,100,0,2.96679e-05,0,99.997,0,4469158,63121,0.0520849,4.21004
769,2768400,33592174,30845,10329,2,0,14319,16524,2,0,0,0,6.48403e-05,0,99.9935,0,40502,31416829,10326,21013987,10326,0,10326,0,0,0,0,0,0,100,0,30176,14910,14910,14910,178,14910,0,0,0,0,0,0,0,0,0,100,0,2.81726e-05,0,99.9972,0,4464574,58359,0.0477133,4.21004
770,2772000,33619742,27568,9427,0,0,12401,15167,0,0,0,0,0,0,100,0,41615,31458178,9419,21039371,9419,0,9419,0,0,0,0,0,0,100,0,32196,15965,15965,15965,133,15965,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4458028,51680,0.0414705,4.21004
771,2775600,33642061,22319,7815,0,0,9830,12489,0,0,0,0,0,0,100,0,37312,31495178,7828,21061785,7828,0,7828,0,0,0,0,0,0,100,0,29484,14586,14586,14586,156,14586,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4451270,44766,0.0350256,4.21004
772,2779200,33664220,22159,7685,0,0,9857,12302,0,0,0,0,0,0,100,0,33453,31528397,7665,21082227,7665,0,7665,0,0,0,0,0,0,100,0,25788,12777,12777,12777,117,12777,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4446158,39537,0.0301504,4.21004
773,2782800,33688019,23799,7690,0,0,11410,12389,0,0,0,0,0,0,100,0,23579,31551776,7735,21097784,7735,0,7735,0,0,0,0,0,0,100,0,15844,7822,7822,7822,100,7822,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4446071,39350,0.0300674,4.21004
774,2786400,33714653,26634,8832,0,0,12232,14402,0,0,0,0,0,0,100,0,30702,31582112,8830,21117367,8830,0,8830,0,0,0,0,0,0,100,0,21872,10753,10753,10753,183,10753,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4444148,37244,0.0282335,4.21004
775,2790000,33749611,34958,11341,0,0,17149,17809,0,0,0,0,0,0,100,0,45688,31627512,11346,21145740,11346,0,11346,0,0,0,0,0,0,100,0,34342,17027,17027,17027,144,17027,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4438467,31419,0.0228157,4.21004
776,2793600,33782821,33210,10438,4,0,16126,17074,10,0,0,0,0.000301114,0,99.9699,0,23960,31651190,10470,21162814,10470,0,10470,0,0,0,0,0,0,100,0,13490,6604,6604,6604,141,6604,0,0,0,0,0,0,0,0,0,100,0,0.000175784,0,99.9824,0,4442333,35144,0.0265026,4.21004
777,2797200,33817544,34723,11690,0,0,15858,18865,0,0,0,0,0,0,100,0,33313,31684185,11697,21185160,11697,0,11697,0,0,0,0,0,0,100,0,21616,10649,10649,10649,159,10649,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4443381,36033,0.0275021,4.21004
778,2800800,33886235,68691,22357,0,0,32341,36350,0,0,0,0,0,0,100,0,64482,31748335,22396,21228433,22396,0,22396,0,0,0,0,0,0,100,0,42086,20877,20877,20877,166,20877,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4444900,37386,0.0289507,4.21004
779,2804400,33944604,58369,19847,1,0,26921,31447,1,0,0,0,1.71324e-05,0,99.9983,0,42780,31790565,19976,21259536,19976,0,19976,0,0,0,0,0,0,100,0,22804,11127,11127,11127,275,11127,0,0,0,0,0,0,0,0,0,100,0,9.94046e-06,0,99.999,0,4453749,45960,0.0373898,4.21004
780,2808000,33997895,53291,17678,1,0,25120,28170,1,0,0,0,1.87649e-05,0,99.9981,0,55782,31846079,17842,21296214,17842,0,17842,0,0,0,0,0,0,100,0,37940,18836,18836,18836,134,18836,0,0,0,0,0,0,0,0,0,100,0,9.19075e-06,0,99.9991,0,4452755,44832,0.0364418,4.21004
781,2811600,34043211,45316,15646,10,0,21227,24079,10,0,0,0,0.000220673,0,99.9779,0,61032,31906819,15820,21334494,15820,0,15820,0,0,0,0,0,0,100,0,45212,22460,22460,22460,146,22460,0,0,0,0,0,0,0,0,0,100,0,9.42898e-05,0,99.9906,0,4446115,38046,0.0301094,4.21004
782,2815200,34101202,57991,19084,27,0,26984,30979,28,0,0,0,0.000482834,0,99.9517,0,48770,31955159,19324,21368326,19324,0,19324,0,0,0,0,0,0,100,0,29446,14508,14508,14508,215,14508,0,0,0,0,0,0,0,0,0,100,0,0.000263329,0,99.9737,0,4450931,42647,0.0347023,4.21004
783,2818800,34163776,62574,19526,4,0,27008,35562,4,0,0,0,6.39243e-05,0,99.9936,0,70932,32025575,21632,21414350,21632,0,21632,0,0,0,0,0,0,100,0,49300,24392,24392,24392,258,24392,0,0,0,0,0,0,0,0,0,100,0,3.00774e-05,0,99.997,0,4448171,39629,0.0320702,4.21004
784,2822400,34216681,52905,18599,1,0,23878,29026,1,0,0,0,1.89018e-05,0,99.9981,0,48029,32072962,19475,21447781,19475,0,19475,0,0,0,0,0,0,100,0,28554,13956,13956,13956,321,13956,0,0,0,0,0,0,0,0,0,100,0,9.97089e-06,0,99.999,0,4453690,44827,0.0373335,4.21004
785,2826000,34271721,55040,19077,2,0,25341,29697,2,0,0,0,3.63372e-05,0,99.9964,0,49709,32122001,19085,21481843,19085,0,19085,0,0,0,0,0,0,100,0,30624,14977,14977,14977,335,14977,0,0,0,0,0,0,0,0,0,100,0,1.92162e-05,0,99.9981,0,4457798,48600,0.0412512,4.21004
786,2829600,34323164,51443,17605,0,0,23730,27713,0,0,0,0,0,0,100,0,40844,32162355,17590,21510815,17590,0,17590,0,0,0,0,0,0,100,0,23254,11382,11382,11382,245,11382,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4464006,54563,0.0471716,4.21004
787,2833200,34371970,48806,16830,4,0,22302,26499,5,0,0,0,0.000102446,0,99.9898,0,45093,32206602,16813,21541345,16813,0,16813,0,0,0,0,0,0,100,0,28280,13717,13717,13717,423,13717,0,0,0,0,0,0,0,0,0,100,0,5.37328e-05,0,99.9946,0,4467102,57236,0.0501242,4.21004
788,2836800,34424728,52758,18461,0,0,24352,28406,0,0,0,0,0,0,100,0,71447,32277379,18485,21585976,18485,0,18485,0,0,0,0,0,0,100,0,52962,26146,26146,26146,335,26146,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4459441,49240,0.0428181,4.21004
789,2840400,34474601,49873,17347,0,0,22350,27523,0,0,0,0,0,0,100,0,47593,32324376,17343,21618146,17343,0,17343,0,0,0,0,0,0,100,0,30250,14827,14827,14827,298,14827,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4461957,51458,0.0452175,4.21004
790,2844000,34520828,46227,15735,1,0,21137,25089,1,0,0,0,2.16324e-05,0,99.9978,0,48970,32372798,15742,21650228,15742,0,15742,0,0,0,0,0,0,100,0,33228,16340,16340,16340,274,16340,0,0,0,0,0,0,0,0,0,100,0,1.05654e-05,0,99.9989,0,4461359,50586,0.0446472,4.21004
791,2847600,34562884,42056,14314,0,0,19439,22617,0,0,0,0,0,0,100,0,36244,32408632,14322,21675306,14322,0,14322,0,0,0,0,0,0,100,0,21922,10756,10756,10756,205,10756,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4464925,53947,0.048048,4.21004
792,2851200,34600767,37883,12961,0,0,17435,20448,0,0,0,0,0,0,100,0,56321,32464585,12975,21709770,12975,0,12975,0,0,0,0,0,0,100,0,43346,21489,21489,21489,184,21489,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4456411,45249,0.0399284,4.21004
793,2854800,34633588,32821,11101,0,0,15100,17721,0,0,0,0,0,0,100,0,35603,32499852,11093,21732950,11093,0,11093,0,0,0,0,0,0,100,0,24510,12087,12087,12087,168,12087,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4455417,44087,0.0389805,4.21004
794,2858400,34668149,34561,11597,5,0,16253,18303,5,0,0,0,0.000144672,0,99.9855,0,59545,32558857,11601,21768253,11601,0,11601,0,0,0,0,0,0,100,0,47944,23702,23702,23703,269,23702,1,0,0,0,0,0,0,0,0,100,0,5.34382e-05,0,99.9947,0,4443316,31717,0.0274401,4.21004
795,2862000,34701212,33063,10769,0,0,16058,17005,0,0,0,0,0,0,100,0,37114,32595777,10780,21792103,10780,0,10780,0,0,0,0,0,0,100,0,26334,13070,13070,13070,97,13070,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4441026,29330,0.0252562,4.21004
796,2865600,34733627,32415,10578,0,0,15710,16705,0,0,0,0,0,0,100,0,37052,32632667,10580,21815838,10580,0,10580,0,0,0,0,0,0,100,0,26472,13155,13155,13155,81,13155,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4438451,26674,0.0228004,4.21004
797,2869200,34766504,32877,11264,0,0,14953,17924,0,0,0,0,0,0,100,0,38794,32671311,11262,21840791,11262,0,11262,0,0,0,0,0,0,100,0,27532,13691,13691,13691,75,13691,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4436022,24170,0.020484,4.21004
798,2872800,34804703,38199,12808,0,0,18365,19834,0,0,0,0,0,0,100,0,35042,32706215,12806,21864646,12806,0,12806,0,0,0,0,0,0,100,0,22236,11049,11049,11049,69,11049,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4437779,25858,0.0221596,4.21004
799,2876400,34851242,46539,16145,0,0,20926,25613,0,0,0,0,0,0,100,0,47204,32753119,16148,21896172,16148,0,16148,0,0,0,0,0,0,100,0,31056,15378,15378,15378,150,15378,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4438549,26478,0.0228939,4.21004
800,2880000,34898061,46819,16009,0,0,22106,24713,0,0,0,0,0,0,100,0,40622,32793451,16010,21924343,16010,0,16010,0,0,0,0,0,0,100,0,24612,12161,12161,12161,145,12161,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4442398,30182,0.0265646,4.21004
801,2883600,34944327,46266,15566,0,0,21439,24827,0,0,0,0,0,0,100,0,50459,32843612,15637,21957242,15637,0,15637,0,0,0,0,0,0,100,0,34822,17262,17262,17262,149,17262,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4440773,28408,0.0250149,4.21004
802,2887200,34989363,45036,15563,0,0,20731,24305,0,0,0,0,0,0,100,0,39601,32882803,15571,21984623,15571,0,15571,0,0,0,0,0,0,100,0,24030,11810,11810,11810,205,11810,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4444534,31964,0.0286016,4.21004
803,2890800,35033389,44026,14998,3,0,19931,24092,3,0,0,0,6.81416e-05,0,99.9932,0,34596,32916976,14997,22009208,14997,0,14997,0,0,0,0,0,0,100,0,19599,9588,9588,9588,211,9588,0,0,0,0,0,0,0,0,0,100,0,3.83637e-05,0,99.9962,0,4449943,37162,0.0337601,4.21004
804,2894400,35077703,44314,14934,1,0,20390,23923,1,0,0,0,2.25662e-05,0,99.9977,0,38111,32954555,14939,22035467,14939,0,14939,0,0,0,0,0,0,100,0,23172,11320,11320,11320,266,11320,0,0,0,0,0,0,0,0,0,100,0,1.22111e-05,0,99.9988,0,4453562,40515,0.0372114,4.21004
805,2898000,35130553,52850,18366,1,0,24522,28326,2,0,0,0,3.7843e-05,0,99.9962,0,54369,33008592,18343,22071657,18343,0,18343,0,0,0,0,0,0,100,0,36026,17847,17847,17847,166,17847,0,0,0,0,0,0,0,0,0,100,0,1.87113e-05,0,99.9981,0,4454058,40845,0.0376844,4.21004
806,2901600,35181353,50800,17780,0,0,23418,27382,0,0,0,0,0,0,100,0,49788,33057982,17796,22105250,17796,0,17796,0,0,0,0,0,0,100,0,31992,15797,15797,15797,199,15797,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4456057,42645,0.0395908,4.21004
807,2905200,35233002,51649,17802,5,0,23571,28073,5,0,0,0,9.68073e-05,0,99.9903,0,49533,33106841,17797,22138578,17797,0,17797,0,0,0,0,0,0,100,0,31736,15531,15531,15531,337,15531,0,0,0,0,0,0,0,0,0,100,0,4.97473e-05,0,99.995,0,4458323,44574,0.0417519,4.21004
808,2908800,35287040,54038,18659,0,0,24224,29814,0,0,0,0,0,0,100,0,69434,33175833,18652,22182400,18652,0,18652,0,0,0,0,0,0,100,0,50782,25170,25170,25170,221,25170,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4451805,37835,0.0355358,4.21004
809,2912400,35343218,56178,19505,0,0,26266,29912,0,0,0,0,0,0,100,0,41052,33216385,19496,22212424,19496,0,19496,0,0,0,0,0,0,100,0,21556,10528,10528,10528,250,10528,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4460773,46553,0.0440884,4.21004
810,2916000,35396339,53121,18121,10,0,24870,28241,10,0,0,0,0.000188249,0,99.9812,0,37860,33253017,18112,22239796,18112,0,18112,0,0,0,0,0,0,100,0,19748,9260,9260,9260,614,9260,0,0,0,0,0,0,0,0,0,100,0,0.000111417,0,99.9889,0,4469625,54791,0.0525303,4.21004
811,2919600,35447610,51271,17172,1,0,23447,27821,3,0,0,0,5.85126e-05,0,99.9941,0,55539,33308032,17153,22275880,17153,0,17153,0,0,0,0,0,0,100,0,38386,18931,18931,18933,260,18931,2,0,0,0,0,0,0,0,0,100,0,2.82257e-05,0,99.9972,0,4467847,52753,0.0508347,4.21004
812,2923200,35496038,48428,16738,0,0,22432,25996,0,0,0,0,0,0,100,0,43922,33351408,16748,22305942,16748,0,16748,0,0,0,0,0,0,100,0,27174,13314,13314,13314,273,13314,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4471281,55914,0.0541096,4.21004
813,2926800,35542640,46602,16070,0,0,21310,25292,0,0,0,0,0,0,100,0,38101,33389117,16071,22332832,16071,0,16071,0,0,0,0,0,0,100,0,22030,10819,10819,10819,196,10819,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4476533,60970,0.0591183,4.21004
814,2930400,35586151,43511,14959,0,0,19841,23670,0,0,0,0,0,0,100,0,41559,33430204,14959,22360855,14959,0,14959,0,0,0,0,0,0,100,0,26600,13064,13064,13064,236,13064,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4478428,62629,0.0609255,4.21004
815,2934000,35625784,39633,13735,0,0,18253,21380,0,0,0,0,0,0,100,0,42583,33472335,13725,22388783,13725,0,13725,0,0,0,0,0,0,100,0,28858,14203,14203,14203,226,14203,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4477950,61925,0.0604696,4.21004
816,2937600,35663129,37345,12566,0,0,17163,20182,0,0,0,0,0,0,100,0,46325,33518236,12573,22418020,12573,0,12573,0,0,0,0,0,0,100,0,33752,16664,16664,16664,212,16664,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4473859,57622,0.0565681,4.21004
817,2941200,35701077,37948,12993,0,0,17551,20397,0,0,0,0,0,0,100,0,66415,33584375,12985,22457582,12985,0,12985,0,0,0,0,0,0,100,0,53430,26577,26577,26577,138,26577,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,4460267,43892,0.0436058,4.21004
